Date_Confirmed,Region,total,daily
08-03-2020,China,2449.0,1.0
08-03-2020,Italy,7375.0,1492.0
08-03-2020,Spain,673.0,173.0
08-03-2020,United Kingdom,25.0,6.0
08-03-2020,"Korea, South",7314.0,273.0
08-03-2020,US,518.0,116.0
08-03-2020,Mexico,7.0,1.0
09-03-2020,China,2450.0,1.0
09-03-2020,Italy,9172.0,1797.0
09-03-2020,Spain,1073.0,400.0
09-03-2020,United Kingdom,29.0,4.0
09-03-2020,"Korea, South",7478.0,164.0
09-03-2020,US,583.0,65.0
09-03-2020,Mexico,7.0,0.0
10-03-2020,China,2451.0,1.0
10-03-2020,Italy,10149.0,977.0
10-03-2020,Spain,1695.0,622.0
10-03-2020,United Kingdom,35.0,6.0
10-03-2020,"Korea, South",7513.0,35.0
10-03-2020,US,959.0,376.0
10-03-2020,Mexico,7.0,0.0
11-03-2020,China,2452.0,1.0
11-03-2020,Italy,12462.0,2313.0
11-03-2020,Spain,2277.0,582.0
11-03-2020,United Kingdom,42.0,7.0
11-03-2020,"Korea, South",7755.0,242.0
11-03-2020,US,1281.0,322.0
11-03-2020,Mexico,8.0,1.0
12-03-2020,China,2452.0,0.0
12-03-2020,Italy,12462.0,0.0
12-03-2020,Spain,2277.0,0.0
12-03-2020,United Kingdom,42.0,0.0
12-03-2020,"Korea, South",7869.0,114.0
12-03-2020,US,1663.0,382.0
12-03-2020,Mexico,12.0,4.0
13-03-2020,China,2453.0,1.0
13-03-2020,Italy,17660.0,5198.0
13-03-2020,Spain,5232.0,2955.0
13-03-2020,United Kingdom,73.0,31.0
13-03-2020,"Korea, South",7979.0,110.0
13-03-2020,US,2179.0,516.0
13-03-2020,Mexico,12.0,0.0
13-03-2020,AGUASCALIENTES,11.0,0.0
13-03-2020,BAJA CALIFORNIA,6.0,0.0
13-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
13-03-2020,CAMPECHE,1.0,0.0
13-03-2020,CDMX,984.0,6.0
13-03-2020,CHIAPAS,8.0,0.0
13-03-2020,CHIHUAHUA,6.0,0.0
13-03-2020,COAHUILA,27.0,0.0
13-03-2020,COLIMA,3.0,0.0
13-03-2020,DURANGO,2.0,0.0
13-03-2020,GUANAJUATO,8.0,0.0
13-03-2020,GUERRERO,10.0,0.0
13-03-2020,HIDALGO,11.0,0.0
13-03-2020,JALISCO,29.0,0.0
13-03-2020,MEXICO,39.0,0.0
13-03-2020,MORELOS,5.0,0.0
13-03-2020,NUEVO LEON,16.0,0.0
13-03-2020,PUEBLA,216.0,1.0
13-03-2020,QUERETARO,35.0,2.0
13-03-2020,QUINTANA ROO,140.0,1.0
13-03-2020,SAN LUIS POTOSI,11.0,0.0
13-03-2020,SINALOA,15.0,0.0
13-03-2020,SONORA,2.0,0.0
13-03-2020,TABASCO,19.0,0.0
13-03-2020,TAMAULIPAS,7.0,0.0
13-03-2020,TLAXCALA,4.0,0.0
13-03-2020,VERACRUZ,7.0,0.0
13-03-2020,YUCATAN,112.0,1.0
13-03-2020,ZACATECAS,2.0,0.0
13-03-2020,Mexico_SS,1487.0,11.0
14-03-2020,China,2454.0,1.0
14-03-2020,Italy,21157.0,3497.0
14-03-2020,Spain,6391.0,1159.0
14-03-2020,United Kingdom,104.0,31.0
14-03-2020,"Korea, South",8086.0,107.0
14-03-2020,US,2727.0,548.0
14-03-2020,Mexico,26.0,14.0
14-03-2020,AGUASCALIENTES,11.0,0.0
14-03-2020,BAJA CALIFORNIA,6.0,0.0
14-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
14-03-2020,CAMPECHE,1.0,0.0
14-03-2020,CDMX,1077.0,6.0
14-03-2020,CHIAPAS,8.0,0.0
14-03-2020,CHIHUAHUA,6.0,0.0
14-03-2020,COAHUILA,27.0,0.0
14-03-2020,COLIMA,3.0,0.0
14-03-2020,DURANGO,2.0,0.0
14-03-2020,GUANAJUATO,8.0,0.0
14-03-2020,GUERRERO,10.0,0.0
14-03-2020,HIDALGO,11.0,0.0
14-03-2020,JALISCO,153.0,2.0
14-03-2020,MEXICO,369.0,1.0
14-03-2020,MORELOS,5.0,0.0
14-03-2020,NUEVO LEON,166.0,2.0
14-03-2020,OAXACA,42.0,1.0
14-03-2020,PUEBLA,234.0,2.0
14-03-2020,QUERETARO,35.0,0.0
14-03-2020,QUINTANA ROO,140.0,0.0
14-03-2020,SAN LUIS POTOSI,47.0,1.0
14-03-2020,SINALOA,15.0,0.0
14-03-2020,SONORA,2.0,0.0
14-03-2020,TABASCO,19.0,0.0
14-03-2020,TAMAULIPAS,7.0,0.0
14-03-2020,TLAXCALA,4.0,0.0
14-03-2020,VERACRUZ,7.0,0.0
14-03-2020,YUCATAN,112.0,0.0
14-03-2020,ZACATECAS,2.0,0.0
14-03-2020,Mexico_SS,2088.0,15.0
15-03-2020,China,2455.0,1.0
15-03-2020,Italy,24747.0,3590.0
15-03-2020,Spain,7798.0,1407.0
15-03-2020,United Kingdom,104.0,0.0
15-03-2020,"Korea, South",8162.0,76.0
15-03-2020,US,3499.0,772.0
15-03-2020,Mexico,41.0,15.0
15-03-2020,AGUASCALIENTES,11.0,0.0
15-03-2020,BAJA CALIFORNIA,6.0,0.0
15-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
15-03-2020,CAMPECHE,1.0,0.0
15-03-2020,CDMX,1181.0,1.0
15-03-2020,CHIAPAS,8.0,0.0
15-03-2020,CHIHUAHUA,6.0,0.0
15-03-2020,COAHUILA,27.0,0.0
15-03-2020,COLIMA,3.0,0.0
15-03-2020,DURANGO,25.0,1.0
15-03-2020,GUANAJUATO,8.0,0.0
15-03-2020,GUERRERO,58.0,2.0
15-03-2020,HIDALGO,11.0,0.0
15-03-2020,JALISCO,153.0,0.0
15-03-2020,MEXICO,369.0,0.0
15-03-2020,MORELOS,5.0,0.0
15-03-2020,NUEVO LEON,183.0,2.0
15-03-2020,OAXACA,47.0,1.0
15-03-2020,PUEBLA,252.0,1.0
15-03-2020,QUERETARO,41.0,2.0
15-03-2020,QUINTANA ROO,140.0,0.0
15-03-2020,SAN LUIS POTOSI,51.0,1.0
15-03-2020,SINALOA,202.0,1.0
15-03-2020,SONORA,2.0,0.0
15-03-2020,TABASCO,19.0,0.0
15-03-2020,TAMAULIPAS,7.0,0.0
15-03-2020,TLAXCALA,4.0,0.0
15-03-2020,VERACRUZ,7.0,0.0
15-03-2020,YUCATAN,112.0,0.0
15-03-2020,ZACATECAS,2.0,0.0
15-03-2020,Mexico_SS,2040.0,12.0
16-03-2020,China,2456.0,1.0
16-03-2020,Italy,27980.0,3233.0
16-03-2020,Spain,9942.0,2144.0
16-03-2020,United Kingdom,141.0,37.0
16-03-2020,"Korea, South",8236.0,74.0
16-03-2020,US,4632.0,1133.0
16-03-2020,Mexico,53.0,12.0
16-03-2020,AGUASCALIENTES,88.0,1.0
16-03-2020,BAJA CALIFORNIA,6.0,0.0
16-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
16-03-2020,CAMPECHE,1.0,0.0
16-03-2020,CDMX,1306.0,3.0
16-03-2020,CHIAPAS,8.0,0.0
16-03-2020,CHIHUAHUA,6.0,0.0
16-03-2020,COAHUILA,27.0,0.0
16-03-2020,COLIMA,3.0,0.0
16-03-2020,DURANGO,28.0,1.0
16-03-2020,GUANAJUATO,8.0,0.0
16-03-2020,GUERRERO,58.0,0.0
16-03-2020,HIDALGO,11.0,0.0
16-03-2020,JALISCO,153.0,0.0
16-03-2020,MEXICO,453.0,5.0
16-03-2020,MORELOS,5.0,0.0
16-03-2020,NUEVO LEON,208.0,8.0
16-03-2020,OAXACA,47.0,0.0
16-03-2020,PUEBLA,279.0,4.0
16-03-2020,QUERETARO,45.0,1.0
16-03-2020,QUINTANA ROO,196.0,3.0
16-03-2020,SAN LUIS POTOSI,51.0,0.0
16-03-2020,SINALOA,202.0,0.0
16-03-2020,SONORA,2.0,0.0
16-03-2020,TABASCO,19.0,0.0
16-03-2020,TAMAULIPAS,7.0,0.0
16-03-2020,TLAXCALA,4.0,0.0
16-03-2020,VERACRUZ,7.0,0.0
16-03-2020,YUCATAN,163.0,3.0
16-03-2020,ZACATECAS,2.0,0.0
16-03-2020,Mexico_SS,2766.0,29.0
17-03-2020,China,2456.0,0.0
17-03-2020,Italy,31506.0,3526.0
17-03-2020,Spain,11748.0,1806.0
17-03-2020,United Kingdom,178.0,37.0
17-03-2020,"Korea, South",8320.0,84.0
17-03-2020,US,6421.0,1789.0
17-03-2020,Mexico,82.0,29.0
17-03-2020,AGUASCALIENTES,88.0,0.0
17-03-2020,BAJA CALIFORNIA,6.0,0.0
17-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
17-03-2020,CAMPECHE,1.0,0.0
17-03-2020,CDMX,1306.0,0.0
17-03-2020,CHIAPAS,8.0,0.0
17-03-2020,CHIHUAHUA,43.0,1.0
17-03-2020,COAHUILA,27.0,0.0
17-03-2020,COLIMA,3.0,0.0
17-03-2020,DURANGO,28.0,0.0
17-03-2020,GUANAJUATO,127.0,1.0
17-03-2020,GUERRERO,58.0,0.0
17-03-2020,HIDALGO,11.0,0.0
17-03-2020,JALISCO,198.0,3.0
17-03-2020,MEXICO,496.0,1.0
17-03-2020,MORELOS,5.0,0.0
17-03-2020,NUEVO LEON,226.0,1.0
17-03-2020,OAXACA,47.0,0.0
17-03-2020,PUEBLA,300.0,1.0
17-03-2020,QUERETARO,45.0,0.0
17-03-2020,QUINTANA ROO,196.0,0.0
17-03-2020,SAN LUIS POTOSI,51.0,0.0
17-03-2020,SINALOA,202.0,0.0
17-03-2020,SONORA,106.0,1.0
17-03-2020,TABASCO,19.0,0.0
17-03-2020,TAMAULIPAS,64.0,1.0
17-03-2020,TLAXCALA,4.0,0.0
17-03-2020,VERACRUZ,7.0,0.0
17-03-2020,YUCATAN,180.0,1.0
17-03-2020,ZACATECAS,2.0,0.0
17-03-2020,Mexico_SS,1740.0,11.0
18-03-2020,China,2458.0,2.0
18-03-2020,Italy,35713.0,4207.0
18-03-2020,Spain,13910.0,2162.0
18-03-2020,United Kingdom,240.0,62.0
18-03-2020,"Korea, South",8413.0,93.0
18-03-2020,US,7783.0,1362.0
18-03-2020,Mexico,93.0,11.0
18-03-2020,AGUASCALIENTES,88.0,0.0
18-03-2020,BAJA CALIFORNIA,309.0,2.0
18-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
18-03-2020,CAMPECHE,1.0,0.0
18-03-2020,CDMX,1593.0,3.0
18-03-2020,CHIAPAS,8.0,0.0
18-03-2020,CHIHUAHUA,43.0,0.0
18-03-2020,COAHUILA,27.0,0.0
18-03-2020,COLIMA,16.0,1.0
18-03-2020,DURANGO,28.0,0.0
18-03-2020,GUANAJUATO,145.0,3.0
18-03-2020,GUERRERO,58.0,0.0
18-03-2020,HIDALGO,11.0,0.0
18-03-2020,JALISCO,216.0,1.0
18-03-2020,MEXICO,496.0,0.0
18-03-2020,MORELOS,5.0,0.0
18-03-2020,NUEVO LEON,250.0,5.0
18-03-2020,OAXACA,47.0,0.0
18-03-2020,PUEBLA,300.0,0.0
18-03-2020,QUERETARO,45.0,0.0
18-03-2020,QUINTANA ROO,245.0,2.0
18-03-2020,SAN LUIS POTOSI,62.0,1.0
18-03-2020,SINALOA,202.0,0.0
18-03-2020,SONORA,106.0,0.0
18-03-2020,TABASCO,189.0,1.0
18-03-2020,TAMAULIPAS,71.0,1.0
18-03-2020,TLAXCALA,4.0,0.0
18-03-2020,VERACRUZ,59.0,2.0
18-03-2020,YUCATAN,200.0,3.0
18-03-2020,ZACATECAS,2.0,0.0
18-03-2020,Mexico_SS,3355.0,25.0
19-03-2020,China,2459.0,1.0
19-03-2020,Italy,41035.0,5322.0
19-03-2020,Spain,17963.0,4053.0
19-03-2020,United Kingdom,247.0,7.0
19-03-2020,"Korea, South",8565.0,152.0
19-03-2020,US,13747.0,5964.0
19-03-2020,Mexico,118.0,25.0
19-03-2020,AGUASCALIENTES,114.0,3.0
19-03-2020,BAJA CALIFORNIA,309.0,0.0
19-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
19-03-2020,CAMPECHE,1.0,0.0
19-03-2020,CDMX,1787.0,7.0
19-03-2020,CHIAPAS,48.0,1.0
19-03-2020,CHIHUAHUA,43.0,0.0
19-03-2020,COAHUILA,27.0,0.0
19-03-2020,COLIMA,16.0,0.0
19-03-2020,DURANGO,28.0,0.0
19-03-2020,GUANAJUATO,145.0,0.0
19-03-2020,GUERRERO,89.0,2.0
19-03-2020,HIDALGO,67.0,2.0
19-03-2020,JALISCO,249.0,16.0
19-03-2020,MEXICO,496.0,0.0
19-03-2020,MORELOS,5.0,0.0
19-03-2020,NUEVO LEON,250.0,0.0
19-03-2020,OAXACA,47.0,0.0
19-03-2020,PUEBLA,351.0,2.0
19-03-2020,QUERETARO,57.0,2.0
19-03-2020,QUINTANA ROO,245.0,0.0
19-03-2020,SAN LUIS POTOSI,69.0,4.0
19-03-2020,SINALOA,333.0,1.0
19-03-2020,SONORA,130.0,1.0
19-03-2020,TABASCO,189.0,0.0
19-03-2020,TAMAULIPAS,71.0,0.0
19-03-2020,TLAXCALA,4.0,0.0
19-03-2020,VERACRUZ,59.0,0.0
19-03-2020,YUCATAN,218.0,5.0
19-03-2020,ZACATECAS,2.0,0.0
19-03-2020,Mexico_SS,3512.0,46.0
20-03-2020,China,2462.0,3.0
20-03-2020,Italy,47021.0,5986.0
20-03-2020,Spain,20410.0,2447.0
20-03-2020,United Kingdom,365.0,118.0
20-03-2020,"Korea, South",8652.0,87.0
20-03-2020,US,19273.0,5526.0
20-03-2020,Mexico,164.0,46.0
20-03-2020,AGUASCALIENTES,114.0,0.0
20-03-2020,BAJA CALIFORNIA,372.0,2.0
20-03-2020,BAJA CALIFORNIA SUR,4.0,0.0
20-03-2020,CAMPECHE,1.0,0.0
20-03-2020,CDMX,1788.0,1.0
20-03-2020,CHIAPAS,48.0,0.0
20-03-2020,CHIHUAHUA,62.0,1.0
20-03-2020,COAHUILA,27.0,0.0
20-03-2020,COLIMA,16.0,0.0
20-03-2020,DURANGO,34.0,1.0
20-03-2020,GUANAJUATO,145.0,0.0
20-03-2020,GUERRERO,89.0,0.0
20-03-2020,HIDALGO,67.0,0.0
20-03-2020,JALISCO,255.0,6.0
20-03-2020,MEXICO,627.0,4.0
20-03-2020,MORELOS,46.0,2.0
20-03-2020,NUEVO LEON,273.0,10.0
20-03-2020,OAXACA,47.0,0.0
20-03-2020,PUEBLA,354.0,3.0
20-03-2020,QUERETARO,59.0,2.0
20-03-2020,QUINTANA ROO,278.0,5.0
20-03-2020,SAN LUIS POTOSI,69.0,0.0
20-03-2020,SINALOA,333.0,0.0
20-03-2020,SONORA,130.0,0.0
20-03-2020,TABASCO,220.0,1.0
20-03-2020,TAMAULIPAS,71.0,0.0
20-03-2020,TLAXCALA,4.0,0.0
20-03-2020,VERACRUZ,70.0,2.0
20-03-2020,YUCATAN,218.0,0.0
20-03-2020,ZACATECAS,2.0,0.0
20-03-2020,Mexico_SS,4438.0,40.0
21-03-2020,China,2464.0,2.0
21-03-2020,Italy,53578.0,6557.0
21-03-2020,Spain,25374.0,4964.0
21-03-2020,United Kingdom,461.0,96.0
21-03-2020,"Korea, South",8799.0,147.0
21-03-2020,US,25600.0,6327.0
21-03-2020,Mexico,203.0,39.0
21-03-2020,AGUASCALIENTES,114.0,0.0
21-03-2020,BAJA CALIFORNIA,376.0,4.0
21-03-2020,BAJA CALIFORNIA SUR,151.0,1.0
21-03-2020,CAMPECHE,1.0,0.0
21-03-2020,CDMX,1802.0,14.0
21-03-2020,CHIAPAS,48.0,0.0
21-03-2020,CHIHUAHUA,62.0,0.0
21-03-2020,COAHUILA,232.0,2.0
21-03-2020,COLIMA,17.0,1.0
21-03-2020,DURANGO,35.0,1.0
21-03-2020,GUANAJUATO,145.0,0.0
21-03-2020,GUERRERO,89.0,0.0
21-03-2020,HIDALGO,68.0,1.0
21-03-2020,JALISCO,259.0,4.0
21-03-2020,MEXICO,627.0,0.0
21-03-2020,MORELOS,46.0,0.0
21-03-2020,NAYARIT,7.0,1.0
21-03-2020,NUEVO LEON,276.0,3.0
21-03-2020,OAXACA,47.0,0.0
21-03-2020,PUEBLA,356.0,2.0
21-03-2020,QUERETARO,62.0,3.0
21-03-2020,QUINTANA ROO,279.0,1.0
21-03-2020,SAN LUIS POTOSI,71.0,2.0
21-03-2020,SINALOA,333.0,0.0
21-03-2020,SONORA,130.0,0.0
21-03-2020,TABASCO,222.0,2.0
21-03-2020,TAMAULIPAS,85.0,1.0
21-03-2020,TLAXCALA,4.0,0.0
21-03-2020,VERACRUZ,73.0,3.0
21-03-2020,YUCATAN,219.0,1.0
21-03-2020,ZACATECAS,29.0,1.0
21-03-2020,Mexico_SS,4619.0,48.0
22-03-2020,China,2468.0,4.0
22-03-2020,Italy,59138.0,5560.0
22-03-2020,Spain,28768.0,3394.0
22-03-2020,United Kingdom,522.0,61.0
22-03-2020,"Korea, South",8961.0,162.0
22-03-2020,US,33276.0,7676.0
22-03-2020,Mexico,251.0,48.0
22-03-2020,AGUASCALIENTES,114.0,0.0
22-03-2020,BAJA CALIFORNIA,379.0,3.0
22-03-2020,BAJA CALIFORNIA SUR,151.0,0.0
22-03-2020,CAMPECHE,32.0,1.0
22-03-2020,CDMX,1813.0,11.0
22-03-2020,CHIAPAS,48.0,0.0
22-03-2020,CHIHUAHUA,65.0,3.0
22-03-2020,COAHUILA,239.0,7.0
22-03-2020,COLIMA,17.0,0.0
22-03-2020,DURANGO,35.0,0.0
22-03-2020,GUANAJUATO,145.0,0.0
22-03-2020,GUERRERO,89.0,0.0
22-03-2020,HIDALGO,70.0,2.0
22-03-2020,JALISCO,268.0,9.0
22-03-2020,MEXICO,635.0,8.0
22-03-2020,MICHOACAN,145.0,3.0
22-03-2020,MORELOS,46.0,0.0
22-03-2020,NAYARIT,7.0,0.0
22-03-2020,NUEVO LEON,279.0,3.0
22-03-2020,OAXACA,66.0,1.0
22-03-2020,PUEBLA,356.0,0.0
22-03-2020,QUERETARO,62.0,0.0
22-03-2020,QUINTANA ROO,279.0,0.0
22-03-2020,SAN LUIS POTOSI,74.0,3.0
22-03-2020,SINALOA,334.0,1.0
22-03-2020,SONORA,132.0,2.0
22-03-2020,TABASCO,223.0,1.0
22-03-2020,TAMAULIPAS,86.0,1.0
22-03-2020,TLAXCALA,4.0,0.0
22-03-2020,VERACRUZ,73.0,0.0
22-03-2020,YUCATAN,224.0,5.0
22-03-2020,ZACATECAS,30.0,1.0
22-03-2020,Mexico_SS,5094.0,65.0
23-03-2020,China,2470.0,2.0
23-03-2020,Italy,63927.0,4789.0
23-03-2020,Spain,35136.0,6368.0
23-03-2020,United Kingdom,611.0,89.0
23-03-2020,"Korea, South",8961.0,0.0
23-03-2020,US,43843.0,10567.0
23-03-2020,Mexico,316.0,65.0
23-03-2020,AGUASCALIENTES,116.0,2.0
23-03-2020,BAJA CALIFORNIA,381.0,2.0
23-03-2020,BAJA CALIFORNIA SUR,152.0,1.0
23-03-2020,CAMPECHE,33.0,1.0
23-03-2020,CDMX,1817.0,4.0
23-03-2020,CHIAPAS,48.0,0.0
23-03-2020,CHIHUAHUA,65.0,0.0
23-03-2020,COAHUILA,241.0,2.0
23-03-2020,COLIMA,17.0,0.0
23-03-2020,DURANGO,35.0,0.0
23-03-2020,GUANAJUATO,154.0,3.0
23-03-2020,GUERRERO,90.0,1.0
23-03-2020,HIDALGO,72.0,2.0
23-03-2020,JALISCO,273.0,5.0
23-03-2020,MEXICO,635.0,0.0
23-03-2020,MICHOACAN,149.0,4.0
23-03-2020,MORELOS,46.0,0.0
23-03-2020,NAYARIT,7.0,0.0
23-03-2020,NUEVO LEON,284.0,5.0
23-03-2020,OAXACA,67.0,1.0
23-03-2020,PUEBLA,356.0,0.0
23-03-2020,QUERETARO,64.0,2.0
23-03-2020,QUINTANA ROO,288.0,9.0
23-03-2020,SAN LUIS POTOSI,78.0,4.0
23-03-2020,SINALOA,334.0,0.0
23-03-2020,SONORA,132.0,0.0
23-03-2020,TABASCO,224.0,1.0
23-03-2020,TAMAULIPAS,87.0,1.0
23-03-2020,TLAXCALA,4.0,0.0
23-03-2020,VERACRUZ,73.0,0.0
23-03-2020,YUCATAN,224.0,0.0
23-03-2020,ZACATECAS,31.0,1.0
23-03-2020,Mexico_SS,4601.0,51.0
24-03-2020,China,2472.0,2.0
24-03-2020,Italy,69176.0,5249.0
